Marital status,Application mode,Course,Daytime/evening attendance,CGPA,CGPA100,CGPA200,CGPA300,CGPA400,SGPA,GPA,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,ParentalEducation,Ethnicity,Age,Previous qualification,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target
0.0,0.0,0.3125,0.0,1.36686489596062,1.00699290250772,1.2249234960849,1.2947933599525,1.46801771182372,-0.372770969636542,0.599197029281199,0.560481208616939,0.310344827586207,1.0,0.5,0.0,0.0,0.0,0.0,0.285714285714286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.375,0.4375,0.380952380952381,0.609375,0.0,0.0,0.375,0.3125,0.416666666666667,0.495967741935483,0.0,2
0.0,0.0,0.875,0.0,1.04871596295478,0.565260654885592,1.09710261890439,0.898697254244975,1.21867113953238,-1.00583679618412,0.335380179133667,0.486911244632843,0.586206896551724,1.0,0.0,0.0,1.0,0.0,0.0,0.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176470588235294,0.0,0.5,0.375,0.476190476190476,0.604166666666667,0.0,0.0,0.5,0.4375,0.0,0.0,0.0,0
0.0,0.470588235294118,0.5625,0.0,0.166575739620409,0.565260654885592,0.291831092667157,-0.0915430100238472,-0.102865693611719,-0.129284113272087,0.558043819428994,0.50546030987183,0.482758620689655,0.0,0.5,1.0,1.0,0.0,0.0,0.285714285714286,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.5,0.625,0.0952380952380952,0.479166666666668,0.0,0.0,0.5,0.875,0.166666666666667,0.399193548387096,0.0,1
0.0,0.411764705882353,0.6875,0.0,0.614876508855908,0.15297722377161,0.841460864543364,0.316202981145668,0.832183952480803,0.682338741276095,0.346101043923508,0.176561798893946,0.551724137931035,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.625,0.5,0.666666666666667,0.615234375000001,0.0,0.0,0.75,0.5,0.666666666666667,0.74225806451613,0.0,2
0.0,0.0,0.4375,0.0,-0.296186344751719,-0.347652656866797,-1.2164552580629,0.572500461309363,0.582837380189464,-0.924674510729307,0.117388330844968,0.813614209952092,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.857142857142857,0.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.176470588235294,0.0,0.375,0.5,0.380952380952381,0.53125,0.0,0.0,0.375,0.5,0.333333333333333,0.520161290322581,0.0,2
0.0,0.0,0.9375,0.0,0.397956781806473,0.373843347582672,0.240702741794952,0.49095126307546,0.43322943681466,0.016808000546585,0.598946023632675,0.542330156996654,0.310344827586207,0.0,0.5,0.0,0.0,0.0,0.0,0.285714285714286,0.0,0.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.625,0.4375,0.571428571428571,0.444444444444445,0.0,0.0,0.625,0.5,0.5,0.641129032258065,0.0,1
0.0,0.0,0.0625,0.0,0.528108618036134,-0.274030615596443,0.394087794411568,0.560850575847377,1.31840976844891,0.763501026730914,0.694602824980163,0.131177643388775,0.0689655172413793,0.0,0.75,0.0,0.0,0.0,0.0,0.857142857142857,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.235294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.470588235294118,0.75,0.0,1.3090196354141,0.594709471393735,1.35274437326542,1.28314347449052,1.49295236905285,0.649873827094168,0.0867235091762537,0.766984870819049,0.862068965517241,0.0,0.25,1.0,0.0,0.0,0.0,0.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176470588235294,0.0,0.625,0.875,0.666666666666667,0.420572916666667,0.0,0.0,0.75,0.5625,0.666666666666667,0.440322580645162,0.0,1
0.0,0.0,0.6875,0.0,-0.122650563112171,-0.93662898702963,0.202356478640798,0.0016560736720416,0.283621493439856,0.016808000546585,0.0781365576313387,0.933462885545407,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.75,0.75,0.666666666666667,0.568452380952381,0.0,0.0,0.75,0.75,0.583333333333333,0.578917050691244,0.0,2
0.0,0.0,0.8125,0.0,0.933025441861746,-0.435999106391222,1.57003986447229,1.1316949634847,1.09399785338671,1.78614582346162,0.442532969194993,0.948342890543034,0.689655172413793,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11764705882353,0.0,0.5,0.5,0.571428571428571,0.622395833333334,0.0,0.0,0.5,0.4375,0.5,0.523617511520738,0.0,2
0.0,0.0,0.6875,0.0,1.58378462301005,1.03644171901586,1.76177118024306,1.53944095465421,1.36827908290718,0.649873827094168,0.376288905509071,0.369389011038461,0.517241379310345,0.0,0.5,0.0,0.0,0.0,0.0,0.285714285714286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11764705882353,0.0,0.625,0.5,0.571428571428571,0.614236111111112,0.0,0.0,0.75,0.5625,0.583333333333333,0.700576036866359,0.0,2
0.0,0.0,0.5625,0.0,0.701644399675682,0.226599265041964,1.1993593206488,0.269603439297723,0.732445323564268,-0.210446398726905,0.744462979578936,0.135619755354262,0.172413793103448,0.0,1.0,0.0,0.0,0.0,0.0,0.857142857142857,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.5,0.5,0.476190476190476,0.437500000000001,0.0,0.0,0.5,0.75,0.333333333333333,0.399193548387096,0.0,1
0.0,0.411764705882353,0.5625,0.0,-1.16386525294946,-1.68757380798724,-0.896903065111615,-1.04683361790671,-0.589091509579831,0.390154513638749,0.73717941797798,0.518942611812657,0.0689655172413793,0.0,0.5,0.0,1.0,0.0,0.0,0.285714285714286,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.235294117647059,0.0,0.5,0.5625,0.571428571428571,0.414062500000002,0.0,0.0,0.5,0.5625,0.5,0.620391705069123,0.0,2
0.0,0.0,0.3125,0.0,0.802873605632085,0.0351819577390439,1.08432053118634,0.712299086853197,1.04412853892844,0.390154513638749,0.536301180116798,0.112685780022553,0.275862068965517,0.0,0.75,0.0,0.0,0.0,0.0,0.857142857142857,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.375,0.5625,0.476190476190476,0.548611111111111,0.0,0.0,0.375,0.4375,0.333333333333333,0.592741935483871,0.0,1
0.0,0.0,0.5,0.0,0.209959685030296,-0.465447922899364,0.164010215486644,0.863747597859017,0.408294779585526,-0.746117482728706,0.71370098224533,0.935008099783122,0.344827586206897,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.176470588235294,0.0,0.375,0.375,0.476190476190476,0.479166666666668,0.0,0.0,0.375,0.375,0.416666666666667,0.528225806451613,0.0,2
0.0,0.411764705882353,0.6875,0.0,1.12102253863792,0.948095269491434,1.13544888205854,1.28314347449052,0.732445323564268,1.47772913873332,0.379860431453785,0.183737754731067,0.689655172413793,0.0,0.75,1.0,0.0,0.0,0.0,0.571428571428571,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11764705882353,0.0,0.625,0.5625,0.571428571428571,0.57638888888889,0.0,0.0,0.625,0.4375,0.5,0.662096774193549,0.0,1
0.0,0.823529411764706,0.1875,0.0,-1.25063314376923,-0.966077803537772,-0.973595591419924,-1.27983132714643,-1.16258862584991,-0.502630626364251,0.431780077380602,0.253003513226311,0.413793103448276,1.0,0.0,0.0,1.0,0.0,0.0,0.571428571428571,0.666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.235294117647059,0.0,0.5,0.9375,0.476190476190476,0.464285714285714,0.0,0.0,0.5,1.0,0.416666666666667,0.357718894009216,0.0,1
0.0,0.882352941176471,0.25,0.0,1.56932330787342,0.948095269491434,1.81289953111527,1.50449129826825,1.36827908290718,1.15307999691404,0.461883867784698,0.407051046318211,0.586206896551724,0.0,1.0,0.0,0.0,0.0,0.0,0.857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.176470588235294,0.0,0.5,0.4375,0.571428571428571,0.565972222222224,0.0,0.0,0.5,0.5625,0.333333333333333,0.631451612903227,0.0,2
0.0,0.0,0.5,0.0,-1.14940393781283,-1.31946360163547,-1.2164552580629,-0.662387397661168,-0.813503424642036,0.016808000546585,0.0961542432141219,0.383552008108147,0.862068965517241,0.0,0.25,0.0,1.0,0.0,0.0,0.857142857142857,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0588235294117647,0.0,0.375,0.5625,0.285714285714286,0.409722222222223,0.0,0.0,0.375,0.5,0.166666666666667,0.641129032258065,0.0,1
0.0,0.470588235294118,0.125,0.0,-0.961406841036654,-1.02497543655405,-1.03750603001018,-0.860435450514932,-0.451950894819594,0.292759771092967,0.23735152444932,0.795523427526486,0.724137931034483,0.0,0.0,1.0,1.0,0.0,0.0,0.857142857142857,1.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.11764705882353,0.0,0.5,0.375,0.571428571428571,0.548611111111111,0.0,0.0,0.5,0.5,0.5,0.725806451612904,0.0,2
0.0,0.0,1.0,0.0,0.58595387858265,-0.0237156752772391,0.624165373336492,0.607450117695321,0.981791895855607,0.87712822636766,0.285239854605085,0.456788444842775,0.931034482758621,1.0,0.5,1.0,1.0,0.0,0.0,0.857142857142857,0.0,0.333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.375,0.375,0.476190476190476,0.520833333333334,0.0,0.0,0.375,0.5625,0.416666666666667,0.634216589861751,0.0,2
0.0,0.647058823529412,0.0,0.0,0.773950975358828,0.15297722377161,0.726422075080902,1.01519610886484,0.956857238626472,1.5264265100062,0.065368065012688,0.170911661393022,0.793103448275862,0.0,0.25,0.0,0.0,0.0,0.0,0.285714285714286,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.625,0.4375,0.0,0.0,0.0,0.0,0.625,0.4375,0.0833333333333333,0.302419354838708,0.0,0
0.0,0.647058823529412,0.375,0.0,0.571492563446021,-0.465447922899364,1.03319218031413,0.852097712397031,0.445696765429227,-0.27537622709076,0.0545712142052579,0.267464151412807,0.896551724137931,1.0,0.25,0.0,0.0,0.0,0.0,0.285714285714286,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0
0.0,0.764705882352941,0.5,0.0,0.383495466669844,0.403292164090814,0.457998233001825,0.153104584677862,0.370892793741825,-0.372770969636542,0.266940887760495,0.509645696325853,0.724137931034483,1.0,0.25,0.0,1.0,0.0,0.0,0.285714285714286,0.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.375,0.625,0.0952380952380952,0.270833333333334,0.0,0.0,0.375,0.5,0.166666666666667,0.495967741935483,0.0,0
0.0,0.647058823529412,1.0,0.0,0.0942691639372637,0.0351819577390439,-0.0149390125660743,0.33950275206964,0.121546221450486,0.682338741276095,0.754726464606992,0.147570520217476,0.103448275862069,1.0,0.25,1.0,1.0,0.0,0.0,0.285714285714286,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.375,0.5,0.476190476190476,0.375,0.0,0.0,0.375,0.3125,0.416666666666667,0.45725806451613,0.0,2
0.0,0.823529411764706,0.4375,0.0,0.29672757585007,-0.0531644917853808,0.0745356014602846,0.677349430467238,0.55790272296033,0.390154513638749,0.381716957948181,0.612305853700223,0.724137931034483,1.0,0.75,1.0,1.0,0.0,0.0,0.285714285714286,0.666666666666667,0.666666666666666,0.0,0.0,0.0,0.0,0.0,0.176470588235294,0.0,0.5,0.8125,0.285714285714286,0.444444444444445,0.0,0.0,0.5,0.6875,0.25,0.495967741935483,0.0,0
0.0,0.0,0.875,0.0,-0.122650563112171,-0.406550289883081,-0.181106152900741,-0.266291291953639,0.408294779585526,-0.113051656181124,0.264571849922465,0.566344715373714,0.793103448275862,1.0,0.25,0.0,0.0,0.0,0.0,0.571428571428571,1.0,0.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.5,0.375,0.380952380952381,0.557291666666667,0.0,0.0,0.375,0.3125,0.0,0.0,0.0,0
0.0,0.0,0.5,0.0,-0.961406841036654,-1.24584156036512,-1.36984031067951,-0.417739802959459,-0.0903983649971522,-0.632490283091961,0.656282024433058,0.715470941076198,0.241379310344828,0.0,0.5,0.0,0.0,0.0,0.0,0.285714285714286,0.0,0.666666666666666,0.0,0.0,0.0,0.0,0.0,0.294117647058824,0.0,0.375,0.3125,0.476190476190476,0.770833333333334,0.0,0.0,0.375,0.3125,0.416666666666667,0.863709677419356,0.0,2
0.0,0.0,0.6875,0.0,0.976409387271633,0.50636302186931,1.08432053118634,1.20159427625661,0.794781966637102,-0.89220959654738,0.702188705507163,0.938729569370215,0.413793103448276,1.0,1.0,0.0,0.0,0.0,0.0,0.571428571428571,1.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.294117647058824,0.0,0.625,0.5625,0.476190476190476,0.68,0.0,0.0,0.75,0.5625,0.583333333333333,0.722695852534562,0.0,2
0.0,0.411764705882353,0.875,0.0,-0.339570290161607,-0.524345555915647,-0.193888240618793,-0.336190604725556,-0.14026767945542,0.763501026730914,0.722222917318111,0.913250261606507,0.310344827586207,0.0,0.5,0.0,1.0,0.0,0.0,0.285714285714286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.176470588235294,0.0,0.5,0.4375,0.380952380952381,0.583333333333334,0.0,0.0,0.5,0.4375,0.416666666666667,0.67016129032258,0.0,0
0.0,0.647058823529412,1.0,0.0,-1.26509445890586,-1.52560531719246,-1.25480152121705,-1.31478098353239,-0.489352880663295,0.520014170366459,1.0,0.947110194082606,0.0344827586206897,1.0,0.75,1.0,1.0,0.0,0.0,0.285714285714286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.705882352941178,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0
0.0,0.411764705882353,1.0,0.0,-1.12048130753957,-0.745211679726709,-1.03750603001018,-1.38468029630431,-0.863372739100304,-0.437700798000397,0.628825068064062,0.244943996949239,0.241379310344828,0.0,1.0,0.0,0.0,0.0,0.0,0.571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.411764705882353,0.0,0.375,0.5625,0.19047619047619,0.427083333333334,0.0,0.0,0.375,0.6875,0.25,0.721774193548388,0.0,1
0.0,0.411764705882353,0.5625,0.0,1.74285908951297,0.977544085999575,1.78733535567916,1.77243866389394,1.76723359857333,2.15949233655379,0.640941357503774,0.131663646316592,0.172413793103448,0.0,0.25,1.0,0.0,0.0,0.0,0.571428571428571,0.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.5,0.375,0.571428571428571,0.444444444444445,0.0,0.0,0.5,0.5,0.416666666666667,0.612096774193549,0.0,2
0.0,0.411764705882353,0.6875,0.0,-0.267263714478461,-0.524345555915647,-0.232234503772947,0.0016560736720416,-0.102865693611719,-0.242911312908833,0.425902950808092,0.302571263852806,0.517241379310345,0.0,0.5,0.0,0.0,0.0,0.0,0.571428571428571,0.0,0.666666666666666,0.0,0.0,0.0,0.0,0.0,0.294117647058824,0.0,0.625,0.5,0.571428571428571,0.637152777777779,0.0,0.0,0.75,0.5625,0.583333333333333,0.667396313364056,0.0,2
0.0,0.823529411764706,0.125,0.0,0.745028345085569,0.535811838377451,0.368523618975465,0.64239977408128,1.23113846814695,1.15307999691404,0.524971289180146,0.896061137971805,0.586206896551724,0.0,0.75,0.0,0.0,0.0,0.0,0.571428571428571,0.333333333333333,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.235294117647059,0.0,0.5,0.375,0.571428571428571,0.427083333333334,0.0,0.0,0.5,0.4375,0.5,0.620391705069123,0.0,2
0.0,0.0,0.5625,0.0,-1.45309155568204,-1.09859747782441,-1.76608502993911,-1.12838281614061,-0.863372739100304,-0.113051656181124,0.615261740727024,0.97311791080344,0.551724137931035,0.0,1.0,1.0,0.0,0.0,0.0,0.285714285714286,0.333333333333333,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.11764705882353,0.0,0.5,0.4375,0.476190476190476,0.51388888888889,0.0,0.0,0.5,0.4375,0.5,0.576612903225806,0.0,2
0.0,0.647058823529412,0.625,0.0,-0.411876865844752,-0.494896739407506,-0.615697135314487,0.0366057300580006,-0.115333022226286,0.714803655458023,0.733869297923658,0.860259811800696,0.172413793103448,0.0,0.75,0.0,0.0,0.0,0.0,0.571428571428571,0.666666666666667,0.666666666666666,0.0,0.0,0.0,0.0,0.0,0.411764705882353,0.0,0.5,0.375,0.571428571428571,0.652777777777777,0.0,0.0,0.5,0.375,0.5,0.705645161290323,0.0,2
0.0,0.0,0.6875,0.0,-0.758948429123847,-1.37836123465175,-0.858556801957462,-0.184742093719736,-0.314810280059358,-0.242911312908833,0.496594514804687,0.110091292999834,0.413793103448276,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.666666666666667,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.11764705882353,0.0,0.75,0.625,0.571428571428571,0.461805555555555,0.0,0.0,0.75,0.625,0.5,0.479838709677419,0.0,1
0.0,0.0,0.875,0.0,0.759489660222198,-0.303479432104585,1.02041009259608,1.08509542163675,1.00672655308474,-0.27537622709076,0.392886047849821,0.94846412856253,0.758620689655172,0.0,1.0,0.0,0.0,0.0,0.0,0.285714285714286,0.0,0.666666666666666,0.0,0.0,0.0,0.0,0.0,0.176470588235294,0.0,0.5,0.6875,0.380952380952381,0.687500000000001,0.0,0.0,0.5,0.75,0.25,0.399193548387096,0.0,1
0.0,0.0,0.4375,0.0,0.513647302899505,-0.244581799088301,0.457998233001825,0.257953553835737,1.11893251061584,1.02322034018633,0.416077672415271,0.423791767260573,0.448275862068966,0.0,0.25,0.0,1.0,0.0,0.0,0.571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11764705882353,0.0,0.375,0.4375,0.476190476190476,0.761904761904761,0.0,0.0,0.375,0.3125,0.416666666666667,0.863709677419356,0.0,2
0.0,0.647058823529412,1.0,0.0,-0.368492920434864,-0.966077803537772,-0.347273293235409,-0.219691750105695,0.296088822054424,-0.567560454728106,0.189064791643548,0.0092681047929768,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.666666666666666,0.0,0.0,0.0,0.0,0.0,0.588235294117648,0.0,0.375,0.75,0.476190476190476,0.333333333333334,0.0,0.0,0.375,0.625,0.416666666666667,0.399193548387096,0.0,0
0.0,0.0,0.6875,0.0,-0.816793689670364,-1.12804629433255,-1.08863438088239,-0.487639115731376,-0.26494096560109,0.390154513638749,0.200692384808552,0.442849361199362,0.862068965517241,0.0,0.5,0.0,1.0,0.0,0.0,0.285714285714286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.625,0.5625,0.666666666666667,0.587962962962964,0.0,0.0,0.75,0.625,0.666666666666667,0.650322580645162,0.0,2
0.0,0.176470588235294,0.625,0.0,-0.946945525900025,-0.244581799088301,-0.832992626521359,-1.50117915092417,-0.788568767412902,-0.421468340909433,0.335596794489434,0.0460692360847849,0.689655172413793,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.625,0.0,0.0,0.0,0.0,0.5,0.375,0.0,0.0,0.0,0
0.0,0.647058823529412,0.4375,0.0,0.238882315303554,-0.494896739407506,0.867025039979467,-0.11484278094782,0.445696765429227,0.016808000546585,0.0716428220716556,0.544450192286872,1.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.588235294117648,0.0,0.5,0.5625,0.476190476190476,0.583333333333334,0.0,0.0,1.0,0.8125,0.833333333333333,0.583064516129033,0.0,0
